Year,DayOfYear,Value
2009,75,61.45
2009,76,58.17
2009,77,60.65
2009,78,65.0
2009,79,62.5
2009,80,60.93
2009,81,63.48
2009,82,63.54
2009,83,64.26
2009,84,57.07
2009,85,65.09
2009,86,61.12
2009,87,62.47
2009,88,60.89
2009,89,58.33
2009,90,59.36
2009,91,61.47
2009,92,67.62
2009,93,66.62
2009,94,61.45
2009,95,64.28
2009,96,64.06
2009,97,57.87
2009,98,59.99
2009,99,59.65
2009,100,66.71
2009,101,63.65
2009,102,62.58
2009,103,61.03
2009,104,65.41
2009,105,66.22
2009,106,60.21
2009,107,59.27
2009,108,60.13
2009,109,61.54
2009,110,61.72
2009,111,64.42
2009,112,59.38
2009,113,60.96
2009,114,64.17
2009,115,62.39
2009,116,62.88
2009,117,63.52
2009,118,66.13
2009,119,64.39
2009,120,63.44
2009,121,63.27
2009,122,63.46
2009,123,63.65
2009,124,60.26
2009,125,59.86
2009,126,62.36
2009,127,63.57
2009,128,59.58
2009,129,64.45
2009,130,60.74
2009,131,63.04
2009,132,64.76
2009,133,60.13
2009,134,60.49
2009,135,61.95
2009,136,59.44
2009,137,61.91
2009,138,61.83
2009,139,64.06
2009,140,64.86
2009,141,66.3
2009,142,64.84
2009,143,67.09
2009,144,69.43
2009,145,62.52
2009,146,65.28
2009,147,63.99
2009,148,62.46
2009,149,64.31
2009,150,60.6
2009,151,59.46
2009,152,60.27
2009,153,62.85
2009,154,65.5
2009,155,61.53
2009,156,61.42
2009,157,63.24
2009,158,63.51
2009,159,62.19
2009,160,61.5
2009,161,58.61
2009,162,63.27
2009,163,62.14
2009,164,62.69
2009,165,62.25
2009,166,59.74
2009,167,64.81
2009,168,62.11
2009,169,64.84
2009,170,59.41
2009,171,60.68
2009,172,62.58
2009,173,63.6
2009,174,64.35
2009,175,66.03
2009,176,63.62
2009,177,58.72
2009,178,62.33
2009,179,63.22
2009,180,62.89
2009,181,59.25
2009,182,58.58
2009,183,59.68
2009,184,62.83
2009,185,61.59
2009,186,62.53
2009,187,63.59
2009,188,63.55
2009,189,61.47
2009,190,63.41
2009,191,62.86
2009,192,64.43
2009,193,68.34
2009,194,64.18
2009,195,60.41
2009,196,59.3
2009,197,60.6
2009,198,60.84
2009,199,61.15
2009,200,59.3
2009,201,57.01
2009,202,61.0
2009,203,61.15
2009,204,66.03
2009,205,62.16
2009,206,63.54
2009,207,59.88
2009,208,61.59
2009,209,62.89
2009,210,63.1
2009,211,63.43
2009,212,66.32
2009,213,67.13
2009,214,64.61
2009,215,60.46
2009,216,61.84
2009,217,63.4
2009,218,65.66
2009,219,55.89
2009,220,59.41
2009,221,66.03
2009,222,69.96
2009,223,66.73
2009,224,62.44
2009,225,63.16
2009,226,63.54
2009,227,62.97
2009,228,65.39
2009,229,62.8
2009,230,62.91
2009,231,57.97
2009,232,60.27
2009,233,66.41
2009,234,66.32
2009,235,65.19
2009,236,56.22
2009,237,62.89
2009,238,63.98
2009,239,62.74
2009,240,61.53
2009,241,63.04
2009,242,61.03
2009,243,65.69
2009,244,68.19
2009,245,68.94
2009,246,60.15
2009,247,62.61
2009,248,63.54
2009,249,65.41
2009,250,62.53
2009,251,64.5
2009,252,65.63
2009,253,68.37
2009,254,65.56
2009,255,60.54
2009,256,61.87
2009,257,64.78
2009,258,67.78
2009,259,61.73
2009,260,59.35
2009,261,63.46
2009,262,66.32
2009,263,68.42
2009,264,61.39
2009,265,65.09
2009,266,61.94
2009,267,60.01
2009,268,62.03
2009,269,64.2
2009,270,62.75
2009,271,64.03
2009,272,65.09
2009,273,62.53
2009,274,66.93
2009,275,68.75
2009,276,68.31
2009,277,64.32
2009,278,63.85
2009,279,65.31
2009,280,65.36
2009,281,66.27
2009,282,64.97
2009,283,65.67
2009,284,69.88
2009,285,65.52
2009,286,63.74
2009,287,66.57
2009,288,59.36
2009,289,64.86
2009,290,59.47
2009,291,61.91
2009,292,63.11
2009,293,63.43
2009,294,62.88
2009,295,61.18
2009,296,61.51
2009,297,65.47
2009,298,64.37
2009,299,64.67
2009,300,64.12
2009,301,59.54
2009,302,63.57
2009,303,63.82
2009,304,66.63
2009,305,63.51
2009,306,64.04
2009,307,61.94
2009,308,61.92
2009,309,62.94
2009,310,59.38
2009,311,61.75
2009,312,63.49
2009,313,60.04
2009,314,64.65
2009,315,63.59
2009,316,64.07
2009,317,64.37
2009,318,60.49
2009,319,60.32
2009,320,64.86
2009,321,65.45
2009,322,67.12
2009,323,64.06
2009,324,62.46
2009,325,60.59
2009,326,59.65
2009,327,60.48
2009,328,62.68
2009,329,65.94
2009,330,63.74
2009,331,63.57
2009,332,55.67
2009,333,58.47
2009,334,60.05
2009,335,62.33
2009,336,59.94
2009,337,62.88
2009,338,62.94
2009,339,61.98
2009,340,64.61
2009,341,67.6
2009,342,68.41
2009,343,61.83
2009,344,64.83
2009,345,59.88
2009,346,60.78
2009,347,65.45
2009,348,62.69
2009,349,61.01
2009,350,63.63
2009,351,65.42
2009,352,65.38
2009,353,67.15
2009,354,71.45
2010,18,61.75
2010,19,63.13
2010,20,66.43
2010,21,63.3
2010,22,64.95
2010,23,64.61
2010,24,63.55
2010,25,66.07
2010,26,60.59
2010,27,63.44
2010,28,67.6
2010,29,61.73
2010,30,67.59
2010,31,64.28
2010,32,59.94
2010,33,58.48
2010,34,64.76
2010,35,64.39
2010,36,67.01
2010,37,64.54
2010,38,61.12
2010,39,67.93
2010,40,66.6
2010,41,61.03
2010,42,61.34
2010,43,65.92
2010,44,65.0
2010,45,63.66
2010,46,64.97
2010,47,65.23
2010,48,65.05
2010,49,64.53
2010,50,68.81
2010,51,62.06
2010,52,58.34
2010,53,67.81
2010,54,63.79
2010,55,59.65
2010,56,58.62
2010,57,61.03
2010,58,64.84
2010,59,65.63
2010,60,63.79
2010,61,58.69
2010,62,61.87
2010,63,66.43
2010,64,66.46
2010,65,61.43
2010,66,64.21
2010,67,63.71
2010,68,65.03
2010,69,63.0
2010,70,61.51
2010,71,63.04
2010,72,63.81
2010,73,67.13
2010,74,61.65
2010,75,64.18
2010,76,63.24
2010,77,62.09
2010,78,65.23
2010,79,67.15
2010,80,60.78
2010,81,62.38
2010,82,66.4
2010,83,62.31
2010,84,60.08
2010,85,60.41
2010,86,61.73
2010,87,64.43
2010,88,63.98
2010,89,64.86
2010,90,62.63
2010,91,61.78
2010,92,63.66
2010,93,66.51
2010,94,65.69
2010,95,65.05
2010,96,65.86
2010,97,60.23
2010,98,57.31
2010,99,62.66
2010,100,62.25
2010,101,64.79
2010,102,64.29
2010,103,63.18
2010,104,60.76
2010,105,61.62
2010,106,61.5
2010,107,58.72
2010,108,63.99
2010,109,63.62
2010,110,65.96
2010,111,62.3
2010,112,62.09
2010,113,59.32
2010,114,66.57
2010,115,64.14
2010,116,63.33
2010,117,61.98
2010,118,58.42
2010,119,63.29
2010,120,66.65
2010,121,62.89
2010,122,59.97
2010,123,65.78
2010,124,62.35
2010,125,65.36
2010,126,63.41
2010,127,60.95
2010,128,58.88
2010,129,61.76
2010,130,62.39
2010,131,63.87
2010,132,64.54
2010,133,68.33
2010,134,63.93
2010,135,63.7
2010,136,62.09
2010,137,61.29
2010,138,62.31
2010,139,65.91
2010,140,65.31
2010,141,63.63
2010,142,63.32
2010,143,64.51
2010,144,66.24
2010,145,61.23
2010,146,63.49
2010,147,62.83
2010,148,62.3
2010,149,63.08
2010,150,62.11
2010,151,64.64
2010,152,62.99
2010,153,60.32
2010,154,63.51
2010,155,64.61
2010,156,61.47
2010,157,63.43
2010,158,60.89
2010,159,60.38
2010,160,68.25
2010,161,63.04
2010,162,63.71
2010,163,66.08
2010,164,65.25
2010,165,66.05
2010,166,65.99
2010,167,61.86
2010,168,61.37
2010,169,63.9
2010,170,65.42
2010,171,61.64
2010,172,62.77
2010,173,63.27
2010,174,65.8
2010,175,66.77
2010,176,63.15
2010,177,62.47
2010,178,65.72
2010,179,65.25
2010,180,64.64
2010,181,60.37
2010,182,61.65
2010,183,61.29
2010,184,66.33
2010,185,64.95
2010,186,62.58
2010,187,62.75
2010,188,66.93
2010,189,65.09
2010,190,63.62
2010,191,70.01
2010,192,68.25
2010,193,63.21
2010,194,66.35
2010,195,63.13
2010,196,63.27
2010,197,66.02
2010,198,65.94
2010,199,64.89
2010,200,66.11
2010,201,67.09
2010,202,68.23
2010,203,65.69
2010,204,65.31
2010,205,62.44
2010,206,62.78
2010,207,63.13
2010,208,62.94
2010,209,59.17
2010,210,60.43
2010,211,64.87
2010,212,66.8
2010,213,63.48
2010,214,60.63
2010,215,63.62
2010,216,62.75
2010,217,61.86
2010,218,62.64
2010,219,64.98
2010,220,63.88
2010,221,67.62
2010,222,64.9
2010,223,60.81
2010,224,61.76
2010,225,65.31
2010,226,60.56
2010,227,66.07
2010,228,67.13
2010,229,62.39
2010,230,63.87
2010,231,64.53
2010,232,63.54
2010,233,63.43
2010,234,63.49
2010,235,63.74
2010,236,56.32
2010,237,64.95
2010,238,69.08
2010,239,60.65
2010,240,66.1
2010,241,64.67
2010,242,62.85
2010,243,66.27
2010,244,67.59
2010,245,67.27
2010,246,65.0
2010,247,64.86
2010,248,63.19
2010,249,68.83
2010,250,63.04
2010,251,64.73
2010,252,65.61
2010,253,67.56
2010,254,60.01
2010,255,61.73
2010,256,59.44
2010,257,66.33
2010,258,65.34
2010,259,65.69
2010,260,63.11
2010,261,63.35
2010,262,65.09
2010,263,65.81
2010,264,64.4
2010,265,61.7
2010,266,64.07
2010,267,61.14
2010,268,60.18
2010,269,62.82
2010,270,65.77
2010,271,68.55
2010,272,62.35
2010,273,63.05
2010,274,61.42
2010,275,62.46
2010,276,60.37
2010,277,62.39
2010,278,59.38
2010,279,61.78
2010,280,64.57
2010,281,63.62
2010,282,63.46
2010,283,64.06
2010,284,60.02
2010,285,59.83
2010,286,64.01
2010,287,65.91
2010,288,60.82
2010,289,57.89
2010,290,60.74
2010,291,64.67
2010,292,63.52
2010,293,64.06
2010,294,69.16
2010,295,66.6
2010,296,64.2
2010,297,67.18
2010,298,63.02
2010,299,64.39
2010,300,66.43
2010,301,61.73
2010,302,62.28
2010,303,64.87
2010,304,64.76
2010,305,66.38
2010,306,68.15
2010,307,65.55
2010,308,61.7
2010,309,63.26
2010,310,66.49
2010,311,68.12
2010,312,64.31
2010,313,62.13
2010,314,60.1
2010,315,58.28
2010,316,61.58
2010,317,68.8
2010,318,63.38
2010,319,63.88
2010,320,68.3
2010,321,63.57
2010,322,59.91
2010,323,65.99
2010,324,65.94
2010,325,66.24
2010,326,64.2
2010,327,64.7
2010,328,64.32
2010,329,60.74
2010,330,61.22
2010,331,68.39
2010,332,64.01
2010,333,58.5
2010,334,62.93
2010,335,63.7
2010,336,63.0
2010,337,61.14
2010,338,61.34
2010,339,62.31
2010,340,63.27
2010,341,63.54
2010,342,62.66
2010,343,65.72
2010,344,70.74
2010,345,62.88
2010,346,59.82
2010,347,66.03
2010,348,63.24
2010,349,62.99
2010,350,64.98
2010,351,67.32
2010,352,67.01
2010,353,61.64
2010,354,61.65
2011,15,64.68
2011,16,60.78
2011,17,60.18
2011,18,54.98
2011,19,59.63
2011,20,59.8
2011,21,60.48
2011,22,61.97
2011,23,60.27
2011,24,56.68
2011,25,60.87
2011,26,63.41
2011,27,58.64
2011,28,59.65
2011,29,59.03
2011,30,65.16
2011,31,60.63
2011,32,56.93
2011,33,57.35
2011,34,60.18
2011,35,57.93
2011,36,61.06
2011,37,61.09
2011,38,64.39
2011,39,63.66
2011,40,62.02
2011,41,62.88
2011,42,62.35
2011,43,65.42
2011,44,62.64
2011,45,63.9
2011,46,65.3
2011,47,61.83
2011,48,62.66
2011,49,60.46
2011,50,61.69
2011,51,62.53
2011,52,63.46
2011,53,58.53
2011,54,62.13
2011,55,62.75
2011,56,57.07
2011,57,60.24
2011,58,62.13
2011,59,62.0
2011,60,56.98
2011,61,58.37
2011,62,60.96
2011,63,61.18
2011,64,63.59
2011,65,60.21
2011,66,57.38
2011,67,59.55
2011,68,65.16
2011,69,63.13
2011,70,56.79
2011,71,59.24
2011,72,63.15
2011,73,60.82
2011,74,58.44
2011,75,63.13
2011,76,63.32
2011,77,62.13
2011,78,60.08
2011,79,57.93
2011,80,62.89
2011,81,62.77
2011,82,62.57
2011,83,63.6
2011,84,62.82
2011,85,63.88
2011,86,65.38
2011,87,57.46
2011,88,61.89
2011,89,59.02
2011,90,60.76
2011,91,62.85
2011,92,61.89
2011,93,62.88
2011,94,58.34
2011,95,56.32
2011,96,62.2
2011,97,59.72
2011,98,58.25
2011,99,57.56
2011,100,59.1
2011,101,61.01
2011,102,61.42
2011,103,56.84
2011,104,59.99
2011,105,56.88
2011,106,60.56
2011,107,65.97
2011,108,64.48
2011,109,63.41
2011,110,57.45
2011,111,59.47
2011,112,63.79
2011,113,59.05
2011,114,61.11
2011,115,60.46
2011,116,60.6
2011,117,59.36
2011,118,62.3
2011,119,57.97
2011,120,62.06
2011,121,63.29
2011,122,60.1
2011,123,59.5
2011,124,57.71
2011,125,63.32
2011,126,61.48
2011,127,62.52
2011,128,59.24
2011,129,63.16
2011,130,65.83
2011,131,62.2
2011,132,61.36
2011,133,63.66
2011,134,64.95
2011,135,61.87
2011,136,59.63
2011,137,61.03
2011,138,57.98
2011,139,65.01
2011,140,63.99
2011,141,66.41
2011,142,61.12
2011,143,62.72
2011,144,57.38
2011,145,58.97
2011,146,59.33
2011,147,57.68
2011,148,54.4
2011,149,63.43
2011,150,63.26
2011,151,63.19
2011,152,63.15
2011,153,65.34
2011,154,61.03
2011,155,57.82
2011,156,58.7
2011,157,62.49
2011,158,57.51
2011,159,58.09
2011,160,57.84
2011,161,58.89
2011,162,58.23
2011,163,61.07
2011,164,60.46
2011,165,62.0
2011,166,60.85
2011,167,60.12
2011,168,59.76
2011,169,57.75
2011,170,62.58
2011,171,63.29
2011,172,61.42
2011,173,62.39
2011,174,61.98
2011,175,61.5
2011,176,59.14
2011,177,56.6
2011,178,57.32
2011,179,58.15
2011,180,65.85
2011,181,61.2
2011,182,58.89
2011,183,59.66
2011,184,62.57
2011,185,61.73
2011,186,60.08
2011,187,60.37
2011,188,61.59
2011,189,61.78
2011,190,57.45
2011,191,62.57
2011,192,62.8
2011,193,61.11
2011,194,59.33
2011,195,57.29
2011,196,58.11
2011,197,54.28
2011,198,56.22
2011,199,61.7
2011,200,58.89
2011,201,58.58
2011,202,59.35
2011,203,61.62
2011,204,62.46
2011,205,59.91
2011,206,60.29
2011,207,60.07
2011,208,62.57
2011,209,60.37
2011,210,61.28
2011,211,60.07
2011,212,63.08
2011,213,63.68
2011,214,62.52
2011,215,57.98
2011,216,58.94
2011,217,64.04
2011,218,61.98
2011,219,67.01
2011,220,64.26
2011,221,69.94
2011,222,65.38
2011,223,63.59
2011,224,60.84
2011,225,60.89
2011,226,59.27
2011,227,57.42
2011,228,60.9
2011,229,63.21
2011,230,65.23
2011,231,61.23
2011,232,60.34
2011,233,59.46
2011,234,59.11
2011,235,57.57
2011,236,59.08
2011,237,59.72
2011,238,59.06
2011,239,58.72
2011,240,61.64
2011,241,67.21
2011,242,60.57
2011,243,62.72
2011,244,64.45
2011,245,63.63
2011,246,62.27
2011,247,63.43
2011,248,62.8
2011,249,61.86
2011,250,64.07
2011,251,62.96
2011,252,61.0
2011,253,63.49
2011,254,63.98
2011,255,63.33
2011,256,58.66
2011,257,59.86
2011,258,63.74
2011,259,62.08
2011,260,60.26
2011,261,58.75
2011,262,63.98
2011,263,62.17
2011,264,65.31
2011,265,62.78
2011,266,67.68
2011,267,68.45
2011,268,62.64
2011,269,63.73
2011,270,63.99
2011,271,58.26
2011,272,64.81
2011,273,64.68
2011,274,57.78
2011,275,57.84
2011,276,61.65
2011,277,61.06
2011,278,58.09
2011,279,56.29
2011,280,62.44
2011,281,64.32
2011,282,58.58
2011,283,57.34
2011,284,64.28
2011,285,57.35
2011,286,58.83
2011,287,65.44
2011,288,62.64
2011,289,64.48
2011,290,63.55
2011,291,63.0
2011,292,63.32
2011,293,64.23
2011,294,60.93
2011,295,60.59
2011,296,63.73
2011,297,60.32
2011,298,66.05
2011,299,62.28
2011,300,64.43
2011,301,60.19
2011,302,57.2
2011,303,64.53
2011,304,68.59
2011,305,63.59
2011,306,61.26
2011,307,59.36
2011,308,65.99
2011,309,61.26
2011,310,58.17
2011,311,59.25
2011,312,66.43
2011,313,62.49
2011,314,61.64
2011,315,63.0
2011,316,66.38
2011,317,64.17
2011,318,62.03
2011,319,61.4
2011,320,64.2
2011,321,63.24
2011,322,59.69
2011,323,58.23
2011,324,62.27
2011,325,61.04
2011,326,62.27
2011,327,55.74
2011,328,68.64
2011,329,64.39
2011,330,60.56
2011,331,61.61
2011,332,65.27
2011,333,65.47
2011,334,61.54
2011,335,63.26
2011,336,62.72
2011,337,60.41
2011,338,62.93
2011,339,62.63
2011,340,59.6
2011,341,60.6
2011,342,62.0
2011,343,67.48
2011,344,64.09
2011,345,64.23
2011,346,60.87
2011,347,57.65
2011,348,58.2
2011,349,58.91
2011,350,64.32
2011,351,65.06
2011,352,64.73
2011,353,64.54
2011,354,65.45
2012,15,62.94
2012,16,67.07
2012,17,64.84
2012,18,61.69
2012,19,60.12
2012,20,65.77
2012,21,62.17
2012,22,58.12
2012,23,61.64
2012,24,62.75
2012,25,59.49
2012,26,61.89
2012,27,67.07
2012,28,62.78
2012,29,66.13
2012,30,66.66
2012,31,64.86
2012,32,60.37
2012,33,58.2
2012,34,62.83
2012,35,67.56
2012,36,71.14
2012,37,68.91
2012,38,66.52
2012,39,64.83
2012,40,61.29
2012,41,62.41
2012,42,62.02
2012,43,61.65
2012,44,62.83
2012,45,59.14
2012,46,65.11
2012,47,65.56
2012,48,66.08
2012,49,63.93
2012,50,60.16
2012,51,59.61
2012,52,59.8
2012,53,65.69
2012,54,69.17
2012,55,66.0
2012,56,65.8
2012,57,64.51
2012,58,64.21
2012,59,64.5
2012,60,67.98
2012,61,63.96
2012,62,61.06
2012,63,64.57
2012,64,65.22
2012,65,66.33
2012,66,61.61
2012,67,62.72
2012,68,61.97
2012,69,64.61
2012,70,66.55
2012,71,66.84
2012,72,59.05
2012,73,61.98
2012,74,62.91
2012,75,65.44
2012,76,64.15
2012,77,64.07
2012,78,62.57
2012,79,58.86
2012,80,60.85
2012,81,62.57
2012,82,56.74
2012,83,61.98
2012,84,57.84
2012,85,65.81
2012,86,68.72
2012,87,65.99
2012,88,65.56
2012,89,67.6
2012,90,68.0
2012,91,65.78
2012,92,63.16
2012,93,59.14
2012,94,63.85
2012,95,65.59
2012,96,62.96
2012,97,68.31
2012,98,63.6
2012,99,60.45
2012,100,65.17
2012,101,62.64
2012,102,60.43
2012,103,64.57
2012,104,63.73
2012,105,63.73
2012,106,65.22
2012,107,62.5
2012,108,60.57
2012,109,62.6
2012,110,58.42
2012,111,62.61
2012,112,64.01
2012,113,62.89
2012,114,61.94
2012,115,66.54
2012,116,64.1
2012,117,62.83
2012,118,60.82
2012,119,60.08
2012,120,59.83
2012,121,61.8
2012,122,64.76
2012,123,63.65
2012,124,63.48
2012,125,60.56
2012,126,57.6
2012,127,60.27
2012,128,61.7
2012,129,65.33
2012,130,66.62
2012,131,65.27
2012,132,62.53
2012,133,63.95
2012,134,66.13
2012,135,60.56
2012,136,62.8
2012,137,66.49
2012,138,64.65
2012,139,60.08
2012,140,59.61
2012,141,64.5
2012,142,65.96
2012,143,65.09
2012,144,60.52
2012,145,64.03
2012,146,66.03
2012,147,62.6
2012,148,60.19
2012,149,59.16
2012,150,66.63
2012,151,66.3
2012,152,61.92
2012,153,63.15
2012,154,61.95
2012,155,58.66
2012,156,64.83
2012,157,65.49
2012,158,65.31
2012,159,64.09
2012,160,61.62
2012,161,62.49
2012,162,55.41
2012,163,64.15
2012,164,64.68
2012,165,62.53
2012,166,61.14
2012,167,59.16
2012,168,62.66
2012,169,63.35
2012,170,57.48
2012,171,64.94
2012,172,63.1
2012,173,58.72
2012,174,62.94
2012,175,58.58
2012,176,64.12
2012,177,64.15
2012,178,65.41
2012,179,67.9
2012,180,60.18
2012,181,65.19
2012,182,65.41
2012,183,65.92
2012,184,67.13
2012,185,66.19
2012,186,68.31
2012,187,62.53
2012,188,63.11
2012,189,64.46
2012,190,70.76
2012,191,64.94
2012,192,62.85
2012,193,62.25
2012,194,60.41
2012,195,64.06
2012,196,63.65
2012,197,61.5
2012,198,66.32
2012,199,63.11
2012,200,58.64
2012,201,57.49
2012,202,61.98
2012,203,63.88
2012,204,68.19
2012,205,67.31
2012,206,66.38
2012,207,63.05
2012,208,64.75
2012,209,62.19
2012,210,59.9
2012,211,61.06
2012,212,61.95
2012,213,65.34
2012,214,65.06
2012,215,65.74
2012,216,63.55
2012,217,65.88
2012,218,63.4
2012,219,64.86
2012,220,65.74
2012,221,61.54
2012,222,58.59
2012,223,63.54
2012,224,60.49
2012,225,66.22
2012,226,63.95
2012,227,66.02
2012,228,60.24
2012,229,63.35
2012,230,61.83
2012,231,63.82
2012,232,64.39
2012,233,65.63
2012,234,62.02
2012,235,59.1
2012,236,62.85
2012,237,66.73
2012,238,62.96
2012,239,60.96
2012,240,61.89
2012,241,59.82
2012,242,63.19
2012,243,65.78
2012,244,64.12
2012,245,64.56
2012,246,65.33
2012,247,69.3
2012,248,64.24
2012,249,64.92
2012,250,57.81
2012,251,64.75
2012,252,61.56
2012,253,65.03
2012,254,63.57
2012,255,65.67
2012,256,59.58
2012,257,66.99
2012,258,68.97
2012,259,58.97
2012,260,57.57
2012,261,62.93
2012,262,62.06
2012,263,63.27
2012,264,62.11
2012,265,60.48
2012,266,60.02
2012,267,61.11
2012,268,65.77
2012,269,69.36
2012,270,63.92
2012,271,60.81
2012,272,61.95
2012,273,63.16
2012,274,58.78
2012,275,66.82
2012,276,64.51
2012,277,65.34
2012,278,65.86
2012,279,64.43
2012,280,62.64
2012,281,65.78
2012,282,62.36
2012,283,62.89
2012,284,62.94
2012,285,66.05
2012,286,62.0
2012,287,62.89
2012,288,68.36
2012,289,62.85
2012,290,63.62
2012,291,61.83
2012,292,64.17
2012,293,62.58
2012,294,61.83
2012,295,67.67
2012,296,67.02
2012,297,67.97
2012,298,64.37
2012,299,65.12
2012,300,63.05
2012,301,57.92
2012,302,60.63
2012,303,59.97
2012,304,65.52
2012,305,67.34
2012,306,66.91
2012,307,61.37
2012,308,71.26
2012,309,63.3
2012,310,61.84
2012,311,62.61
2012,312,62.36
2012,313,65.56
2012,314,63.77
2012,315,61.31
2012,316,64.87
2012,317,67.1
2012,318,63.98
2012,319,62.71
2012,320,65.7
2012,321,65.19
2012,322,66.62
2012,323,61.34
2012,324,64.76
2012,325,64.54
2012,326,59.9
2012,327,59.32
2012,328,59.13
2012,329,59.57
2012,330,62.17
2012,331,63.77
2012,332,60.48
2012,333,63.1
2012,334,65.06
2012,335,62.93
2012,336,63.57
2012,337,64.86
2012,338,66.24
2012,339,62.75
2012,340,59.47
2012,341,61.07
2012,342,58.34
2012,343,55.61
2012,344,56.63
2012,345,61.84
2012,346,68.58
2012,347,66.18
2012,348,62.91
2012,349,65.31
2012,350,65.06
2012,351,63.37
2012,352,67.09
2012,353,69.43
2012,354,62.05
2013,15,60.56
2013,16,59.19
2013,17,56.47
2013,18,57.1
2013,19,63.15
2013,20,62.38
2013,21,62.46
2013,22,62.28
2013,23,64.37
2013,24,63.96
2013,25,63.0
2013,26,67.07
2013,27,66.54
2013,28,68.89
2013,29,63.55
2013,30,58.36
2013,31,63.9
2013,32,63.71
2013,33,67.43
2013,34,62.6
2013,35,59.13
2013,36,62.28
2013,37,63.3
2013,38,62.08
2013,39,60.19
2013,40,59.1
2013,41,62.2
2013,42,60.7
2013,43,63.66
2013,44,61.45
2013,45,61.17
2013,46,59.46
2013,47,63.49
2013,48,63.96
2013,49,65.74
2013,50,62.8
2013,51,57.7
2013,52,56.57
2013,53,60.89
2013,54,61.11
2013,55,57.29
2013,56,62.2
2013,57,63.66
2013,58,60.48
2013,59,56.88
2013,60,61.8
2013,61,59.28
2013,62,58.56
2013,63,61.65
2013,64,58.7
2013,65,57.45
2013,66,57.51
2013,67,58.77
2013,68,57.59
2013,69,55.63
2013,70,59.0
2013,71,59.6
2013,72,61.04
2013,73,61.67
2013,74,62.86
2013,75,63.95
2013,76,59.88
2013,77,59.97
2013,78,62.28
2013,79,58.75
2013,80,59.19
2013,81,67.13
2013,82,63.19
2013,83,60.54
2013,84,58.28
2013,85,60.4
2013,86,62.31
2013,87,65.05
2013,88,65.97
2013,89,60.67
2013,90,60.16
2013,91,61.03
2013,92,62.33
2013,93,62.82
2013,94,62.2
2013,95,64.39
2013,96,63.68
2013,97,62.5
2013,98,66.49
2013,99,63.9
2013,100,60.18
2013,101,63.52
2013,102,64.01
2013,103,60.01
2013,104,62.58
2013,105,65.53
2013,106,60.7
2013,107,61.18
2013,108,60.13
2013,109,61.03
2013,110,60.78
2013,111,64.68
2013,112,54.68
2013,113,57.81
2013,114,63.96
2013,115,59.72
2013,116,60.07
2013,117,64.14
2013,118,63.54
2013,119,61.0
2013,120,58.8
2013,121,58.56
2013,122,60.76
2013,123,66.91
2013,124,61.15
2013,125,57.32
2013,126,63.02
2013,127,61.28
2013,128,63.98
2013,129,62.3
2013,130,61.5
2013,131,60.84
2013,132,60.82
2013,133,60.15
2013,134,61.34
2013,135,64.84
2013,136,62.2
2013,137,62.74
2013,138,64.06
2013,139,61.01
2013,140,64.21
2013,141,58.33
2013,142,61.48
2013,143,61.7
2013,144,68.14
2013,145,62.58
2013,146,61.45
2013,147,62.99
2013,148,64.59
2013,149,61.51
2013,150,58.45
2013,151,61.87
2013,152,60.08
2013,153,59.91
2013,154,61.11
2013,155,66.3
2013,156,65.77
2013,157,64.92
2013,158,62.89
2013,159,63.29
2013,160,63.93
2013,161,60.43
2013,162,59.32
2013,163,55.58
2013,164,59.46
2013,165,63.11
2013,166,58.61
2013,167,61.03
2013,168,56.79
2013,169,59.49
2013,170,61.61
2013,171,60.52
2013,172,60.35
2013,173,66.99
2013,174,64.62
2013,175,65.03
2013,176,64.67
2013,177,59.85
2013,178,66.68
2013,179,61.97
2013,180,59.68
2013,181,65.16
2013,182,68.48
2013,183,61.09
2013,184,61.01
2013,185,66.74
2013,186,62.13
2013,187,60.54
2013,188,60.56
2013,189,60.59
2013,190,63.63
2013,191,62.46
2013,192,59.02
2013,193,65.52
2013,194,63.66
2013,195,61.64
2013,196,59.36
2013,197,64.81
2013,198,67.05
2013,199,62.2
2013,200,60.71
2013,201,61.62
2013,202,59.19
2013,203,65.38
2013,204,63.04
2013,205,61.47
2013,206,62.63
2013,207,70.63
2013,208,65.06
2013,209,65.97
2013,210,61.48
2013,211,62.33
2013,212,68.56
2013,213,64.84
2013,214,57.48
2013,215,59.39
2013,216,58.19
2013,217,64.83
2013,218,59.86
2013,219,60.65
2013,220,60.54
2013,221,62.44
2013,222,60.02
2013,223,57.65
2013,224,60.15
2013,225,58.37
2013,226,62.99
2013,227,64.1
2013,228,58.51
2013,229,59.36
2013,230,63.55
2013,231,61.45
2013,232,62.58
2013,233,59.24
2013,234,65.16
2013,235,62.14
2013,236,60.51
2013,237,65.8
2013,238,62.83
2013,239,61.91
2013,240,61.04
2013,241,67.6
2013,242,63.43
2013,243,66.47
2013,244,62.39
2013,245,62.78
2013,246,63.59
2013,247,59.19
2013,248,62.8
2013,249,64.2
2013,250,60.04
2013,251,60.18
2013,252,60.41
2013,253,64.73
2013,254,66.08
2013,255,68.22
2013,256,63.55
2013,257,60.35
2013,258,57.64
2013,259,62.08
2013,260,58.8
2013,261,67.76
2013,262,65.55
2013,263,63.88
2013,264,60.52
2013,265,62.25
2013,266,63.07
2013,267,63.98
2013,268,67.24
2013,269,67.38
2013,270,61.32
2013,271,66.24
