Year,DayOfYear,Date,Value
2011,331,2011-11-27,61.64
2011,332,2011-11-28,65.27
2011,333,2011-11-29,65.49
2011,334,2011-11-30,61.54
2011,335,2011-12-01,63.26
2011,336,2011-12-02,62.75
2011,337,2011-12-03,60.45
2011,338,2011-12-04,62.86
2011,339,2011-12-05,62.58
2011,340,2011-12-06,59.66
2011,341,2011-12-07,60.6
2011,342,2011-12-08,62.16
2011,343,2011-12-09,67.4
2011,344,2011-12-10,64.1
2011,345,2011-12-11,64.23
2011,346,2011-12-12,60.89
2011,347,2011-12-13,58.0
2011,348,2011-12-14,58.2
2011,349,2011-12-15,59.03
2011,350,2011-12-16,64.2
2011,351,2011-12-17,65.08
2011,352,2011-12-18,64.73
2011,353,2011-12-19,64.56
2011,354,2011-12-20,65.42
2012,15,2012-01-15,63.04
2012,16,2012-01-16,66.99
2012,17,2012-01-17,64.87
2012,18,2012-01-18,61.69
2012,19,2012-01-19,60.24
2012,20,2012-01-20,65.7
2012,21,2012-01-21,62.13
2012,22,2012-01-22,58.14
2012,23,2012-01-23,61.65
2012,24,2012-01-24,62.75
2012,25,2012-01-25,59.5
2012,26,2012-01-26,61.89
2012,27,2012-01-27,66.98
2012,28,2012-01-28,62.93
2012,29,2012-01-29,66.0
2012,30,2012-01-30,66.65
2012,31,2012-01-31,64.79
2012,32,2012-02-01,60.38
2012,33,2012-02-02,58.28
2012,34,2012-02-03,62.8
2012,35,2012-02-04,67.59
2012,36,2012-02-05,71.0
2012,37,2012-02-06,68.91
2012,38,2012-02-07,66.52
2012,39,2012-02-08,64.83
2012,40,2012-02-09,61.37
2012,41,2012-02-10,62.36
2012,42,2012-02-11,62.03
2012,43,2012-02-12,61.7
2012,44,2012-02-13,62.72
2012,45,2012-02-14,59.28
2012,46,2012-02-15,64.98
2012,47,2012-02-16,65.58
2012,48,2012-02-17,66.08
2012,49,2012-02-18,63.93
2012,50,2012-02-19,60.15
2012,51,2012-02-20,59.6
2012,52,2012-02-21,59.8
2012,53,2012-02-22,65.58
2012,54,2012-02-23,69.16
2012,55,2012-02-24,66.08
2012,56,2012-02-25,65.77
2012,57,2012-02-26,64.54
2012,58,2012-02-27,64.18
2012,59,2012-02-28,64.59
2012,60,2012-02-29,67.98
2012,61,2012-03-01,63.96
2012,62,2012-03-02,61.04
2012,63,2012-03-03,64.57
2012,64,2012-03-04,65.2
2012,65,2012-03-05,66.33
2012,66,2012-03-06,61.65
2012,67,2012-03-07,62.64
2012,68,2012-03-08,62.0
2012,69,2012-03-09,64.56
2012,70,2012-03-10,66.58
2012,71,2012-03-11,66.63
2012,72,2012-03-12,59.1
2012,73,2012-03-13,61.97
2012,74,2012-03-14,63.02
2012,75,2012-03-15,65.44
2012,76,2012-03-16,64.15
2012,77,2012-03-17,64.1
2012,78,2012-03-18,62.57
2012,79,2012-03-19,58.95
2012,80,2012-03-20,60.79
2012,81,2012-03-21,62.44
2012,82,2012-03-22,58.0
2012,83,2012-03-23,61.92
2012,84,2012-03-24,58.0
2012,85,2012-03-25,65.74
2012,86,2012-03-26,68.67
2012,87,2012-03-27,65.99
2012,88,2012-03-28,65.58
2012,89,2012-03-29,67.6
2012,90,2012-03-30,68.0
2012,91,2012-03-31,65.78
2012,92,2012-04-01,63.11
2012,93,2012-04-02,59.22
2012,94,2012-04-03,63.74
2012,95,2012-04-04,65.52
2012,96,2012-04-05,63.1
2012,97,2012-04-06,68.26
2012,98,2012-04-07,63.54
2012,99,2012-04-08,60.59
2012,100,2012-04-09,65.17
2012,101,2012-04-10,62.64
2012,102,2012-04-11,60.41
2012,103,2012-04-12,64.56
2012,104,2012-04-13,63.82
2012,105,2012-04-14,63.7
2012,106,2012-04-15,65.19
2012,107,2012-04-16,62.52
2012,108,2012-04-17,60.63
2012,109,2012-04-18,62.49
2012,110,2012-04-19,58.51
2012,111,2012-04-20,62.52
2012,112,2012-04-21,64.03
2012,113,2012-04-22,62.89
2012,114,2012-04-23,61.95
2012,115,2012-04-24,66.54
2012,116,2012-04-25,64.1
2012,117,2012-04-26,62.82
2012,118,2012-04-27,60.87
2012,119,2012-04-28,60.08
2012,120,2012-04-29,59.86
2012,121,2012-04-30,61.83
2012,122,2012-05-01,64.73
2012,123,2012-05-02,63.68
2012,124,2012-05-03,63.46
2012,125,2012-05-04,60.49
2012,126,2012-05-05,58.0
2012,127,2012-05-06,60.27
2012,128,2012-05-07,61.7
2012,129,2012-05-08,65.33
2012,130,2012-05-09,66.62
2012,131,2012-05-10,65.22
2012,132,2012-05-11,62.6
2012,133,2012-05-12,63.95
2012,134,2012-05-13,66.0
2012,135,2012-05-14,60.68
2012,136,2012-05-15,62.83
2012,137,2012-05-16,66.43
2012,138,2012-05-17,64.54
2012,139,2012-05-18,60.08
2012,140,2012-05-19,59.61
2012,141,2012-05-20,64.51
2012,142,2012-05-21,65.97
2012,143,2012-05-22,65.08
2012,144,2012-05-23,60.67
2012,145,2012-05-24,63.92
2012,146,2012-05-25,65.96
2012,147,2012-05-26,62.64
2012,148,2012-05-27,60.16
2012,149,2012-05-28,59.33
2012,150,2012-05-29,66.49
2012,151,2012-05-30,66.21
2012,152,2012-05-31,61.94
2012,153,2012-06-01,63.13
2012,154,2012-06-02,61.95
2012,155,2012-06-03,58.66
2012,156,2012-06-04,64.67
2012,157,2012-06-05,65.53
2012,158,2012-06-06,65.3
2012,159,2012-06-07,64.06
2012,160,2012-06-08,61.69
2012,161,2012-06-09,62.28
2012,162,2012-06-10,58.0
2012,163,2012-06-11,64.04
2012,164,2012-06-12,64.67
2012,165,2012-06-13,62.53
2012,166,2012-06-14,61.14
2012,167,2012-06-15,59.16
2012,168,2012-06-16,62.66
2012,169,2012-06-17,63.21
2012,170,2012-06-18,58.0
2012,171,2012-06-19,64.73
2012,172,2012-06-20,63.07
2012,173,2012-06-21,58.84
2012,174,2012-06-22,62.82
2012,175,2012-06-23,58.69
2012,176,2012-06-24,64.04
2012,177,2012-06-25,64.17
2012,178,2012-06-26,65.39
2012,179,2012-06-27,67.9
2012,180,2012-06-28,60.18
2012,181,2012-06-29,65.01
2012,182,2012-06-30,65.5
2012,183,2012-07-01,65.89
2012,184,2012-07-02,67.12
2012,185,2012-07-03,66.24
2012,186,2012-07-04,68.19
2012,187,2012-07-05,62.68
2012,188,2012-07-06,63.08
2012,189,2012-07-07,64.64
2012,190,2012-07-08,70.68
2012,191,2012-07-09,64.92
2012,192,2012-07-10,62.85
2012,193,2012-07-11,62.25
2012,194,2012-07-12,60.43
2012,195,2012-07-13,64.01
2012,196,2012-07-14,63.65
2012,197,2012-07-15,61.54
2012,198,2012-07-16,66.22
2012,199,2012-07-17,63.11
2012,200,2012-07-18,58.67
2012,201,2012-07-19,58.0
2012,202,2012-07-20,61.89
2012,203,2012-07-21,63.93
2012,204,2012-07-22,68.19
2012,205,2012-07-23,67.31
2012,206,2012-07-24,66.38
2012,207,2012-07-25,63.05
2012,208,2012-07-26,64.68
2012,209,2012-07-27,62.25
2012,210,2012-07-28,59.93
2012,211,2012-07-29,61.04
2012,212,2012-07-30,62.02
2012,213,2012-07-31,65.27
2012,214,2012-08-01,65.09
2012,215,2012-08-02,65.66
2012,216,2012-08-03,63.55
2012,217,2012-08-04,65.86
2012,218,2012-08-05,63.4
2012,219,2012-08-06,64.86
2012,220,2012-08-07,65.72
2012,221,2012-08-08,61.58
2012,222,2012-08-09,58.62
2012,223,2012-08-10,63.43
2012,224,2012-08-11,60.62
2012,225,2012-08-12,66.18
2012,226,2012-08-13,64.06
2012,227,2012-08-14,65.85
2012,228,2012-08-15,60.34
2012,229,2012-08-16,63.35
2012,230,2012-08-17,61.83
2012,231,2012-08-18,63.82
2012,232,2012-08-19,64.37
2012,233,2012-08-20,65.61
2012,234,2012-08-21,62.08
2012,235,2012-08-22,59.11
2012,236,2012-08-23,62.85
2012,237,2012-08-24,66.69
2012,238,2012-08-25,62.99
2012,239,2012-08-26,61.0
2012,240,2012-08-27,61.84
2012,241,2012-08-28,59.82
2012,242,2012-08-29,63.18
2012,243,2012-08-30,65.78
2012,244,2012-08-31,64.12
2012,245,2012-09-01,64.56
2012,246,2012-09-02,65.33
2012,247,2012-09-03,69.22
2012,248,2012-09-04,64.39
2012,249,2012-09-05,64.87
2012,250,2012-09-06,58.0
2012,251,2012-09-07,64.59
2012,252,2012-09-08,61.64
2012,253,2012-09-09,64.95
2012,254,2012-09-10,63.71
2012,255,2012-09-11,65.66
2012,256,2012-09-12,59.58
2012,257,2012-09-13,66.99
2012,258,2012-09-14,68.97
2012,259,2012-09-15,58.95
2012,260,2012-09-16,58.0
2012,261,2012-09-17,62.83
2012,262,2012-09-18,62.11
2012,263,2012-09-19,63.22
2012,264,2012-09-20,62.09
2012,265,2012-09-21,60.49
2012,266,2012-09-22,60.04
2012,267,2012-09-23,61.14
2012,268,2012-09-24,65.77
2012,269,2012-09-25,69.35
2012,270,2012-09-26,63.92
2012,271,2012-09-27,60.81
2012,272,2012-09-28,61.95
2012,273,2012-09-29,63.15
2012,274,2012-09-30,58.88
2012,275,2012-10-01,66.62
2012,276,2012-10-02,64.61
2012,277,2012-10-03,65.31
2012,278,2012-10-04,65.86
2012,279,2012-10-05,64.32
2012,280,2012-10-06,62.74
2012,281,2012-10-07,65.75
2012,282,2012-10-08,62.38
2012,283,2012-10-09,62.89
2012,284,2012-10-10,62.94
2012,285,2012-10-11,66.0
2012,286,2012-10-12,62.11
2012,287,2012-10-13,62.97
2012,288,2012-10-14,68.3
2012,289,2012-10-15,62.97
2012,290,2012-10-16,63.55
2012,291,2012-10-17,61.86
2012,292,2012-10-18,64.15
2012,293,2012-10-19,62.58
2012,294,2012-10-20,61.83
2012,295,2012-10-21,67.67
2012,296,2012-10-22,67.04
2012,297,2012-10-23,67.95
2012,298,2012-10-24,64.48
2012,299,2012-10-25,65.08
2012,300,2012-10-26,62.99
2012,301,2012-10-27,58.03
2012,302,2012-10-28,60.6
2012,303,2012-10-29,60.1
2012,304,2012-10-30,65.39
2012,305,2012-10-31,67.43
2012,306,2012-11-01,66.65
2012,307,2012-11-02,61.37
2012,308,2012-11-03,71.0
2012,309,2012-11-04,63.3
2012,310,2012-11-05,61.84
2012,311,2012-11-06,62.63
2012,312,2012-11-07,62.41
2012,313,2012-11-08,65.5
2012,314,2012-11-09,63.77
2012,315,2012-11-10,61.39
2012,316,2012-11-11,64.84
2012,317,2012-11-12,67.05
2012,318,2012-11-13,63.93
2012,319,2012-11-14,62.88
2012,320,2012-11-15,65.72
2012,321,2012-11-16,65.19
2012,322,2012-11-17,66.62
2012,323,2012-11-18,61.34
2012,324,2012-11-19,64.67
2012,325,2012-11-20,64.5
2012,326,2012-11-21,59.99
2012,327,2012-11-22,59.3
2012,328,2012-11-23,59.13
2012,329,2012-11-24,59.6
2012,330,2012-11-25,62.2
2012,331,2012-11-26,63.7
2012,332,2012-11-27,60.48
2012,333,2012-11-28,63.1
2012,334,2012-11-29,65.06
2012,335,2012-11-30,62.93
2012,336,2012-12-01,63.57
2012,337,2012-12-02,64.84
2012,338,2012-12-03,66.21
2012,339,2012-12-04,62.77
2012,340,2012-12-05,59.52
2012,341,2012-12-06,61.03
2012,342,2012-12-07,58.34
2012,343,2012-12-08,58.0
2012,344,2012-12-09,58.0
2012,345,2012-12-10,61.84
2012,346,2012-12-11,68.58
2012,347,2012-12-12,66.18
2012,348,2012-12-13,62.91
2012,349,2012-12-14,65.27
2012,350,2012-12-15,65.08
2012,351,2012-12-16,63.38
2012,352,2012-12-17,67.07
2012,353,2012-12-18,69.25
2012,354,2012-12-19,62.2
2013,15,2013-01-15,60.54
2013,16,2013-01-16,59.16
2013,17,2013-01-17,58.0
2013,18,2013-01-18,58.0
2013,19,2013-01-19,63.0
2013,20,2013-01-20,62.42
2013,21,2013-01-21,62.44
2013,22,2013-01-22,62.3
2013,23,2013-01-23,64.37
2013,24,2013-01-24,63.96
2013,25,2013-01-25,63.0
2013,26,2013-01-26,67.07
2013,27,2013-01-27,66.54
2013,28,2013-01-28,68.81
2013,29,2013-01-29,63.63
2013,30,2013-01-30,58.41
2013,31,2013-01-31,63.77
2013,32,2013-02-01,63.81
2013,33,2013-02-02,67.35
2013,34,2013-02-03,62.57
2013,35,2013-02-04,59.21
2013,36,2013-02-05,62.28
2013,37,2013-02-06,63.29
2013,38,2013-02-07,62.08
2013,39,2013-02-08,60.19
2013,40,2013-02-09,59.1
2013,41,2013-02-10,62.11
2013,42,2013-02-11,60.76
2013,43,2013-02-12,63.57
2013,44,2013-02-13,61.51
2013,45,2013-02-14,61.11
2013,46,2013-02-15,59.54
2013,47,2013-02-16,63.4
2013,48,2013-02-17,64.01
2013,49,2013-02-18,65.74
2013,50,2013-02-19,62.8
2013,51,2013-02-20,58.0
2013,52,2013-02-21,58.0
2013,53,2013-02-22,60.89
2013,54,2013-02-23,61.06
2013,55,2013-02-24,58.0
2013,56,2013-02-25,62.08
2013,57,2013-02-26,63.62
2013,58,2013-02-27,60.43
2013,59,2013-02-28,58.0
2013,60,2013-03-01,61.76
2013,61,2013-03-02,59.27
2013,62,2013-03-03,58.66
2013,63,2013-03-04,61.62
2013,64,2013-03-05,58.7
2013,65,2013-03-06,58.0
2013,66,2013-03-07,58.0
2013,67,2013-03-08,58.77
2013,68,2013-03-09,58.0
2013,69,2013-03-10,58.0
2013,70,2013-03-11,58.92
2013,71,2013-03-12,59.63
2013,72,2013-03-13,61.01
2013,73,2013-03-14,61.69
2013,74,2013-03-15,62.89
2013,75,2013-03-16,63.85
2013,76,2013-03-17,59.96
2013,77,2013-03-18,59.97
2013,78,2013-03-19,62.3
2013,79,2013-03-20,58.73
2013,80,2013-03-21,59.19
2013,81,2013-03-22,67.1
2013,82,2013-03-23,63.32
2013,83,2013-03-24,60.49
2013,84,2013-03-25,58.33
2013,85,2013-03-26,60.37
2013,86,2013-03-27,62.33
2013,87,2013-03-28,65.06
2013,88,2013-03-29,65.85
2013,89,2013-03-30,60.76
2013,90,2013-03-31,60.16
2013,91,2013-04-01,61.03
2013,92,2013-04-02,62.33
2013,93,2013-04-03,62.82
2013,94,2013-04-04,62.2
2013,95,2013-04-05,64.31
2013,96,2013-04-06,63.71
2013,97,2013-04-07,62.58
2013,98,2013-04-08,66.41
2013,99,2013-04-09,63.88
2013,100,2013-04-10,60.24
2013,101,2013-04-11,63.52
2013,102,2013-04-12,63.9
2013,103,2013-04-13,60.01
2013,104,2013-04-14,62.58
2013,105,2013-04-15,65.53
2013,106,2013-04-16,60.71
2013,107,2013-04-17,61.17
2013,108,2013-04-18,60.21
2013,109,2013-04-19,60.98
2013,110,2013-04-20,60.87
2013,111,2013-04-21,64.46
2013,112,2013-04-22,58.0
2013,113,2013-04-23,58.0
2013,114,2013-04-24,63.88
2013,115,2013-04-25,59.79
2013,116,2013-04-26,60.07
2013,117,2013-04-27,64.14
2013,118,2013-04-28,63.52
2013,119,2013-04-29,61.0
2013,120,2013-04-30,58.8
2013,121,2013-05-01,58.59
2013,122,2013-05-02,60.85
2013,123,2013-05-03,66.77
2013,124,2013-05-04,61.26
2013,125,2013-05-05,58.0
2013,126,2013-05-06,62.89
2013,127,2013-05-07,61.34
2013,128,2013-05-08,63.95
2013,129,2013-05-09,62.33
2013,130,2013-05-10,61.48
2013,131,2013-05-11,60.84
2013,132,2013-05-12,60.82
2013,133,2013-05-13,60.15
2013,134,2013-05-14,61.34
2013,135,2013-05-15,64.79
2013,136,2013-05-16,62.3
2013,137,2013-05-17,62.72
2013,138,2013-05-18,63.98
2013,139,2013-05-19,61.09
2013,140,2013-05-20,64.06
2013,141,2013-05-21,58.42
2013,142,2013-05-22,61.4
2013,143,2013-05-23,61.91
2013,144,2013-05-24,68.14
2013,145,2013-05-25,62.58
2013,146,2013-05-26,61.45
2013,147,2013-05-27,62.99
2013,148,2013-05-28,64.56
2013,149,2013-05-29,61.56
2013,150,2013-05-30,58.48
2013,151,2013-05-31,61.78
2013,152,2013-06-01,60.13
2013,153,2013-06-02,59.9
2013,154,2013-06-03,61.22
2013,155,2013-06-04,66.19
2013,156,2013-06-05,65.77
2013,157,2013-06-06,64.9
2013,158,2013-06-07,62.89
2013,159,2013-06-08,63.29
2013,160,2013-06-09,63.95
2013,161,2013-06-10,60.48
2013,162,2013-06-11,59.3
2013,163,2013-06-12,58.0
2013,164,2013-06-13,59.43
2013,165,2013-06-14,63.0
2013,166,2013-06-15,58.64
2013,167,2013-06-16,60.92
2013,168,2013-06-17,58.0
2013,169,2013-06-18,59.46
2013,170,2013-06-19,61.61
2013,171,2013-06-20,60.52
2013,172,2013-06-21,60.32
2013,173,2013-06-22,66.99
2013,174,2013-06-23,64.64
2013,175,2013-06-24,64.97
2013,176,2013-06-25,64.59
2013,177,2013-06-26,59.91
2013,178,2013-06-27,66.51
2013,179,2013-06-28,62.03
2013,180,2013-06-29,59.77
2013,181,2013-06-30,65.2
2013,182,2013-07-01,68.36
2013,183,2013-07-02,61.09
2013,184,2013-07-03,61.11
2013,185,2013-07-04,66.74
2013,186,2013-07-05,62.13
2013,187,2013-07-06,60.56
2013,188,2013-07-07,60.56
2013,189,2013-07-08,60.6
2013,190,2013-07-09,63.57
2013,191,2013-07-10,62.41
2013,192,2013-07-11,59.16
2013,193,2013-07-12,65.38
2013,194,2013-07-13,63.71
2013,195,2013-07-14,61.56
2013,196,2013-07-15,59.46
2013,197,2013-07-16,64.79
2013,198,2013-07-17,67.05
2013,199,2013-07-18,62.22
2013,200,2013-07-19,60.71
2013,201,2013-07-20,61.62
2013,202,2013-07-21,59.22
2013,203,2013-07-22,65.22
2013,204,2013-07-23,63.15
2013,205,2013-07-24,61.47
2013,206,2013-07-25,62.83
2013,207,2013-07-26,70.54
2013,208,2013-07-27,65.09
2013,209,2013-07-28,65.89
2013,210,2013-07-29,61.51
2013,211,2013-07-30,62.31
2013,212,2013-07-31,68.56
2013,213,2013-08-01,64.86
2013,214,2013-08-02,58.0
2013,215,2013-08-03,59.33
2013,216,2013-08-04,58.25
2013,217,2013-08-05,64.65
2013,218,2013-08-06,60.01
2013,219,2013-08-07,60.6
2013,220,2013-08-08,60.59
2013,221,2013-08-09,62.42
2013,222,2013-08-10,59.96
2013,223,2013-08-11,58.0
2013,224,2013-08-12,60.15
2013,225,2013-08-13,58.37
2013,226,2013-08-14,62.97
2013,227,2013-08-15,64.1
2013,228,2013-08-16,58.55
2013,229,2013-08-17,59.39
2013,230,2013-08-18,63.48
2013,231,2013-08-19,61.51
2013,232,2013-08-20,62.49
2013,233,2013-08-21,59.36
2013,234,2013-08-22,65.03
2013,235,2013-08-23,62.08
2013,236,2013-08-24,60.65
2013,237,2013-08-25,65.8
2013,238,2013-08-26,62.83
2013,239,2013-08-27,61.91
2013,240,2013-08-28,61.04
2013,241,2013-08-29,67.54
2013,242,2013-08-30,63.62
2013,243,2013-08-31,66.33
2013,244,2013-09-01,62.52
2013,245,2013-09-02,62.75
2013,246,2013-09-03,63.49
2013,247,2013-09-04,59.27
2013,248,2013-09-05,62.78
2013,249,2013-09-06,64.1
2013,250,2013-09-07,60.07
2013,251,2013-09-08,60.16
2013,252,2013-09-09,60.41
2013,253,2013-09-10,64.73
2013,254,2013-09-11,66.08
2013,255,2013-09-12,68.22
2013,256,2013-09-13,63.68
2013,257,2013-09-14,60.3
2013,258,2013-09-15,58.0
2013,259,2013-09-16,61.97
2013,260,2013-09-17,59.0
2013,261,2013-09-18,67.56
2013,262,2013-09-19,65.59
2013,263,2013-09-20,63.79
2013,264,2013-09-21,60.57
2013,265,2013-09-22,62.25
2013,266,2013-09-23,63.07
2013,267,2013-09-24,63.98
2013,268,2013-09-25,67.26
2013,269,2013-09-26,67.34
2013,270,2013-09-27,61.43
2013,271,2013-09-28,66.1
2013,272,2013-09-29,63.98
2013,273,2013-09-30,62.42
2013,274,2013-10-01,63.79
2013,275,2013-10-02,62.09
2013,276,2013-10-03,62.83
2013,277,2013-10-04,60.46
2013,278,2013-10-05,61.89
2013,279,2013-10-06,62.46
2013,280,2013-10-07,61.69
2013,281,2013-10-08,58.19
2013,282,2013-10-09,61.11
2013,283,2013-10-10,66.73
2013,284,2013-10-11,63.9
2013,285,2013-10-12,61.45
2013,286,2013-10-13,62.11
2013,287,2013-10-14,58.84
2013,288,2013-10-15,64.94
2013,289,2013-10-16,62.36
2013,290,2013-10-17,60.57
2013,291,2013-10-18,63.88
2013,292,2013-10-19,67.92
2013,293,2013-10-20,64.24
2013,294,2013-10-21,58.0
2013,295,2013-10-22,58.0
2013,296,2013-10-23,60.45
2013,297,2013-10-24,64.26
2013,298,2013-10-25,58.95
2013,299,2013-10-26,59.99
2013,300,2013-10-27,61.72
2013,301,2013-10-28,63.54
2013,302,2013-10-29,63.66
2013,303,2013-10-30,62.8
2013,304,2013-10-31,59.44
2013,305,2013-11-01,58.0
2013,306,2013-11-02,58.39
2013,307,2013-11-03,61.36
2013,308,2013-11-04,66.77
2013,309,2013-11-05,62.96
2013,310,2013-11-06,61.2
2013,311,2013-11-07,62.33
2013,312,2013-11-08,64.17
2013,313,2013-11-09,63.21
2013,314,2013-11-10,61.87
2013,315,2013-11-11,64.45
2013,316,2013-11-12,66.58
2013,317,2013-11-13,66.27
2013,318,2013-11-14,58.58
2013,319,2013-11-15,59.17
2013,320,2013-11-16,62.8
2013,321,2013-11-17,63.95
2013,322,2013-11-18,60.48
2013,323,2013-11-19,59.22
2013,324,2013-11-20,59.19
2013,325,2013-11-21,60.05
2013,326,2013-11-22,62.31
2013,327,2013-11-23,62.63
2013,328,2013-11-24,60.67
2013,329,2013-11-25,68.91
2013,330,2013-11-26,64.45
2013,331,2013-11-27,59.96
2013,332,2013-11-28,59.05
2013,333,2013-11-29,58.0
2013,334,2013-11-30,58.0
2013,335,2013-12-01,61.34
2013,336,2013-12-02,61.28
2013,337,2013-12-03,65.28
2013,338,2013-12-04,59.9
2013,339,2013-12-05,65.19
2013,340,2013-12-06,60.78
2013,341,2013-12-07,64.89
2013,342,2013-12-08,59.63
2013,343,2013-12-09,60.54
2013,344,2013-12-10,64.64
2013,345,2013-12-11,61.8
2013,346,2013-12-12,63.76
2013,347,2013-12-13,59.17
2013,348,2013-12-14,58.0
2013,349,2013-12-15,59.9
2013,350,2013-12-16,63.38
2013,351,2013-12-17,66.18
2013,352,2013-12-18,61.34
2013,353,2013-12-19,67.54
2013,354,2013-12-20,62.08
2014,14,2014-01-14,62.16
2014,15,2014-01-15,62.14
2014,16,2014-01-16,61.61
2014,17,2014-01-17,58.75
2014,18,2014-01-18,59.88
2014,19,2014-01-19,62.53
2014,20,2014-01-20,58.48
2014,21,2014-01-21,58.09
2014,22,2014-01-22,59.9
2014,23,2014-01-23,60.6
2014,24,2014-01-24,59.22
2014,25,2014-01-25,60.74
2014,26,2014-01-26,60.7
2014,27,2014-01-27,64.43
2014,28,2014-01-28,61.76
2014,29,2014-01-29,61.69
2014,30,2014-01-30,61.09
2014,31,2014-01-31,65.09
2014,32,2014-02-01,64.97
2014,33,2014-02-02,64.45
2014,34,2014-02-03,67.89
2014,35,2014-02-04,59.57
2014,36,2014-02-05,58.03
2014,37,2014-02-06,62.78
2014,38,2014-02-07,63.82
2014,39,2014-02-08,62.53
2014,40,2014-02-09,62.6
2014,41,2014-02-10,61.87
2014,42,2014-02-11,60.84
2014,43,2014-02-12,66.35
2014,44,2014-02-13,62.02
2014,45,2014-02-14,60.48
2014,46,2014-02-15,62.52
2014,47,2014-02-16,58.34
2014,48,2014-02-17,59.6
2014,49,2014-02-18,63.33
2014,50,2014-02-19,62.0
2014,51,2014-02-20,65.41
2014,52,2014-02-21,63.81
2014,53,2014-02-22,60.59
2014,54,2014-02-23,61.7
2014,55,2014-02-24,64.2
2014,56,2014-02-25,61.26
2014,57,2014-02-26,61.22
2014,58,2014-02-27,62.74
2014,59,2014-02-28,61.58
2014,60,2014-03-01,62.8
2014,61,2014-03-02,61.0
2014,62,2014-03-03,61.98
2014,63,2014-03-04,61.37
2014,64,2014-03-05,59.35
2014,65,2014-03-06,58.5
2014,66,2014-03-07,60.37
2014,67,2014-03-08,65.67
2014,68,2014-03-09,63.66
2014,69,2014-03-10,63.16
2014,70,2014-03-11,61.01
2014,71,2014-03-12,60.19
2014,72,2014-03-13,61.31
2014,73,2014-03-14,61.17
2014,74,2014-03-15,58.26
2014,75,2014-03-16,62.82
2014,76,2014-03-17,59.49
2014,77,2014-03-18,61.53
2014,78,2014-03-19,64.4
2014,79,2014-03-20,64.39
2014,80,2014-03-21,63.92
2014,81,2014-03-22,61.34
2014,82,2014-03-23,60.51
2014,83,2014-03-24,62.49
2014,84,2014-03-25,67.51
2014,85,2014-03-26,61.39
2014,86,2014-03-27,65.72
2014,87,2014-03-28,62.46
2014,88,2014-03-29,61.89
2014,89,2014-03-30,62.78
2014,90,2014-03-31,62.25
2014,91,2014-04-01,60.82
2014,92,2014-04-02,61.92
2014,93,2014-04-03,64.64
2014,94,2014-04-04,63.49
2014,95,2014-04-05,60.27
2014,96,2014-04-06,62.08
2014,97,2014-04-07,60.54
2014,98,2014-04-08,60.59
2014,99,2014-04-09,59.22
2014,100,2014-04-10,61.54
2014,101,2014-04-11,64.28
2014,102,2014-04-12,62.71
2014,103,2014-04-13,61.17
2014,104,2014-04-14,58.11
2014,105,2014-04-15,59.99
2014,106,2014-04-16,63.49
2014,107,2014-04-17,64.18
2014,108,2014-04-18,66.51
2014,109,2014-04-19,63.33
2014,110,2014-04-20,63.57
2014,111,2014-04-21,60.23
2014,112,2014-04-22,58.0
2014,113,2014-04-23,60.04
2014,114,2014-04-24,61.28
2014,115,2014-04-25,58.08
2014,116,2014-04-26,58.0
2014,117,2014-04-27,59.88
2014,118,2014-04-28,62.24
2014,119,2014-04-29,59.86
2014,120,2014-04-30,61.06
2014,121,2014-05-01,58.69
2014,122,2014-05-02,60.89
2014,123,2014-05-03,59.14
2014,124,2014-05-04,59.72
2014,125,2014-05-05,59.05
2014,126,2014-05-06,58.0
2014,127,2014-05-07,60.62
2014,128,2014-05-08,59.57
2014,129,2014-05-09,58.41
2014,130,2014-05-10,60.71
2014,131,2014-05-11,65.2
2014,132,2014-05-12,65.99
2014,133,2014-05-13,61.62
2014,134,2014-05-14,62.3
2014,135,2014-05-15,66.32
2014,136,2014-05-16,66.0
2014,137,2014-05-17,61.67
2014,138,2014-05-18,58.0
2014,139,2014-05-19,60.3
2014,140,2014-05-20,60.95
2014,141,2014-05-21,63.95
2014,142,2014-05-22,67.43
2014,143,2014-05-23,63.68
2014,144,2014-05-24,60.29
2014,145,2014-05-25,59.32
2014,146,2014-05-26,61.37
2014,147,2014-05-27,62.19
2014,148,2014-05-28,58.59
2014,149,2014-05-29,60.4
2014,150,2014-05-30,60.74
2014,151,2014-05-31,60.92
2014,152,2014-06-01,60.4
2014,153,2014-06-02,58.0
2014,154,2014-06-03,60.7
2014,155,2014-06-04,60.41
2014,156,2014-06-05,64.61
2014,157,2014-06-06,63.76
2014,158,2014-06-07,64.12
2014,159,2014-06-08,60.48
2014,160,2014-06-09,58.0
2014,161,2014-06-10,58.36
2014,162,2014-06-11,65.8
2014,163,2014-06-12,64.59
2014,164,2014-06-13,64.32
2014,165,2014-06-14,61.43
2014,166,2014-06-15,62.42
2014,167,2014-06-16,64.64
2014,168,2014-06-17,67.1
2014,169,2014-06-18,65.52
2014,170,2014-06-19,58.59
2014,171,2014-06-20,58.0
2014,172,2014-06-21,59.85
2014,173,2014-06-22,61.8
2014,174,2014-06-23,59.68
2014,175,2014-06-24,61.03
2014,176,2014-06-25,62.16
2014,177,2014-06-26,61.23
2014,178,2014-06-27,62.91
2014,179,2014-06-28,59.52
2014,180,2014-06-29,63.93
2014,181,2014-06-30,61.78
2014,182,2014-07-01,58.91
2014,183,2014-07-02,63.16
