Date,Year,DayOfYear,Value
2012-06-04,2012,156,61.01
2012-06-05,2012,157,66.68
2012-06-06,2012,158,65.03
2012-06-07,2012,159,64.87
2012-06-08,2012,160,62.35
2012-06-09,2012,161,63.62
2012-06-10,2012,162,58.0
2012-06-11,2012,163,60.18
2012-06-12,2012,164,66.11
2012-06-13,2012,165,61.56
2012-06-14,2012,166,64.68
2012-06-15,2012,167,58.0
2012-06-16,2012,168,61.26
2012-06-17,2012,169,63.22
2012-06-18,2012,170,61.06
2012-06-19,2012,171,59.71
2012-06-20,2012,172,65.56
2012-06-21,2012,173,60.24
2012-06-22,2012,174,61.7
2012-06-23,2012,175,59.44
2012-06-24,2012,176,61.69
2012-06-25,2012,177,65.05
2012-06-26,2012,178,62.82
2012-06-27,2012,179,68.42
2012-06-28,2012,180,64.67
2012-06-29,2012,181,59.46
2012-06-30,2012,182,67.78
2012-07-01,2012,183,64.76
2012-07-02,2012,184,66.62
2012-07-03,2012,185,66.8
2012-07-04,2012,186,67.38
2012-07-05,2012,187,65.36
2012-07-06,2012,188,62.74
2012-07-07,2012,189,62.24
2012-07-08,2012,190,69.08
2012-07-09,2012,191,68.19
2012-07-10,2012,192,62.13
2012-07-11,2012,193,64.46
2012-07-12,2012,194,60.21
2012-07-13,2012,195,61.97
2012-07-14,2012,196,64.78
2012-07-15,2012,197,62.44
2012-07-16,2012,198,63.51
2012-07-17,2012,199,65.52
2012-07-18,2012,200,60.7
2012-07-19,2012,201,58.0
2012-07-20,2012,202,60.23
2012-07-21,2012,203,62.0
2012-07-22,2012,204,67.04
2012-07-23,2012,205,67.62
2012-07-24,2012,206,66.98
2012-07-25,2012,207,65.28
2012-07-26,2012,208,62.46
2012-07-27,2012,209,64.84
2012-07-28,2012,210,60.87
2012-07-29,2012,211,60.18
2012-07-30,2012,212,61.28
2012-07-31,2012,213,63.33
2012-08-01,2012,214,65.0
2012-08-02,2012,215,66.14
2012-08-03,2012,216,63.74
2012-08-04,2012,217,65.05
2012-08-05,2012,218,65.23
2012-08-06,2012,219,62.27
2012-08-07,2012,220,66.33
2012-08-08,2012,221,64.21
2012-08-09,2012,222,60.07
2012-08-10,2012,223,60.07
2012-08-11,2012,224,62.99
2012-08-12,2012,225,62.66
2012-08-13,2012,226,64.89
2012-08-14,2012,227,66.19
2012-08-15,2012,228,61.87
2012-08-16,2012,229,62.75
2012-08-17,2012,230,62.3
2012-08-18,2012,231,62.33
2012-08-19,2012,232,64.34
2012-08-20,2012,233,64.39
2012-08-21,2012,234,65.28
2012-08-22,2012,235,60.84
2012-08-23,2012,236,59.8
2012-08-24,2012,237,64.28
2012-08-25,2012,238,65.96
2012-08-26,2012,239,61.92
2012-08-27,2012,240,61.56
2012-08-28,2012,241,61.03
2012-08-29,2012,242,59.82
2012-08-30,2012,243,65.47
2012-08-31,2012,244,64.73
2012-09-01,2012,245,64.32
2012-09-02,2012,246,64.78
2012-09-03,2012,247,66.6
2012-09-04,2012,248,68.72
2012-09-05,2012,249,63.0
2012-09-06,2012,250,62.74
2012-09-07,2012,251,59.83
2012-09-08,2012,252,63.54
2012-09-09,2012,253,62.86
2012-09-10,2012,254,63.71
2012-09-11,2012,255,66.11
2012-09-12,2012,256,61.94
2012-09-13,2012,257,61.09
2012-09-14,2012,258,69.41
2012-09-15,2012,259,66.41
2012-09-16,2012,260,58.0
2012-09-17,2012,261,59.14
2012-09-18,2012,262,63.7
2012-09-19,2012,263,62.06
2012-09-20,2012,264,63.19
2012-09-21,2012,265,61.58
2012-09-22,2012,266,60.19
2012-09-23,2012,267,60.16
2012-09-24,2012,268,61.91
2012-09-25,2012,269,68.17
2012-09-26,2012,270,68.14
2012-09-27,2012,271,62.28
2012-09-28,2012,272,61.07
2012-09-29,2012,273,62.36
2012-09-30,2012,274,62.17
2012-10-01,2012,275,60.35
2012-10-02,2012,276,67.7
2012-10-03,2012,277,64.21
2012-10-04,2012,278,65.53
2012-10-05,2012,279,65.97
2012-10-06,2012,280,63.13
2012-10-07,2012,281,64.86
2012-10-08,2012,282,63.68
2012-10-09,2012,283,63.35
2012-10-10,2012,284,62.3
2012-10-11,2012,285,63.54
2012-10-12,2012,286,66.05
2012-10-13,2012,287,61.39
2012-10-14,2012,288,63.98
2012-10-15,2012,289,67.62
2012-10-16,2012,290,62.5
2012-10-17,2012,291,63.21
2012-10-18,2012,292,62.25
2012-10-19,2012,293,64.53
2012-10-20,2012,294,60.89
2012-10-21,2012,295,64.01
2012-10-22,2012,296,67.7
2012-10-23,2012,297,66.84
2012-10-24,2012,298,68.01
2012-10-25,2012,299,64.15
2012-10-26,2012,300,65.25
2012-10-27,2012,301,62.52
2012-10-28,2012,302,58.0
2012-10-29,2012,303,60.48
2012-10-30,2012,304,60.51
2012-10-31,2012,305,65.67
2012-11-01,2012,306,68.0
2012-11-02,2012,307,63.65
2012-11-03,2012,308,65.05
2012-11-04,2012,309,70.73
2012-11-05,2012,310,61.0
2012-11-06,2012,311,62.97
2012-11-07,2012,312,62.22
2012-11-08,2012,313,62.94
2012-11-09,2012,314,65.88
2012-11-10,2012,315,63.16
2012-11-11,2012,316,61.84
2012-11-12,2012,317,65.58
2012-11-13,2012,318,66.79
2012-11-14,2012,319,62.88
2012-11-15,2012,320,64.84
2012-11-16,2012,321,63.57
2012-11-17,2012,322,66.49
2012-11-18,2012,323,65.63
2012-11-19,2012,324,61.2
2012-11-20,2012,325,65.0
2012-11-21,2012,326,64.07
2012-11-22,2012,327,59.69
2012-11-23,2012,328,59.35
2012-11-24,2012,329,59.11
2012-11-25,2012,330,59.72
2012-11-26,2012,331,62.55
2012-11-27,2012,332,63.29
2012-11-28,2012,333,60.78
2012-11-29,2012,334,63.29
2012-11-30,2012,335,65.25
2012-12-01,2012,336,62.42
2012-12-02,2012,337,63.82
2012-12-03,2012,338,64.92
2012-12-04,2012,339,66.13
2012-12-05,2012,340,62.35
2012-12-06,2012,341,59.49
2012-12-07,2012,342,60.89
2012-12-08,2012,343,58.01
2012-12-09,2012,344,58.0
2012-12-10,2012,345,58.0
2012-12-11,2012,346,61.84
2012-12-12,2012,347,68.58
2012-12-13,2012,348,66.18
2012-12-14,2012,349,62.91
2012-12-15,2012,350,65.27
2012-12-16,2012,351,65.08
2012-12-17,2012,352,63.38
2012-12-18,2012,353,67.07
2012-12-19,2012,354,69.25
2012-12-20,2012,355,62.2
2013-01-15,2013,15,60.54
2013-01-16,2013,16,59.16
2013-01-17,2013,17,58.0
2013-01-18,2013,18,58.0
2013-01-19,2013,19,63.0
2013-01-20,2013,20,62.42
2013-01-21,2013,21,62.44
2013-01-22,2013,22,62.3
2013-01-23,2013,23,64.37
2013-01-24,2013,24,63.96
2013-01-25,2013,25,63.0
2013-01-26,2013,26,67.07
2013-01-27,2013,27,66.54
2013-01-28,2013,28,68.81
2013-01-29,2013,29,63.63
2013-01-30,2013,30,58.41
2013-01-31,2013,31,63.77
2013-02-01,2013,32,63.81
2013-02-02,2013,33,67.35
2013-02-03,2013,34,62.57
2013-02-04,2013,35,59.21
2013-02-05,2013,36,62.28
2013-02-06,2013,37,63.29
2013-02-07,2013,38,62.08
2013-02-08,2013,39,60.19
2013-02-09,2013,40,59.1
2013-02-10,2013,41,62.11
2013-02-11,2013,42,60.76
2013-02-12,2013,43,63.57
2013-02-13,2013,44,61.51
2013-02-14,2013,45,61.11
2013-02-15,2013,46,59.54
2013-02-16,2013,47,63.4
2013-02-17,2013,48,64.01
2013-02-18,2013,49,65.74
2013-02-19,2013,50,62.8
2013-02-20,2013,51,58.0
2013-02-21,2013,52,58.0
2013-02-22,2013,53,60.89
2013-02-23,2013,54,61.06
2013-02-24,2013,55,58.0
2013-02-25,2013,56,62.08
2013-02-26,2013,57,63.62
2013-02-27,2013,58,60.43
2013-02-28,2013,59,58.0
2013-03-01,2013,60,61.76
2013-03-02,2013,61,59.27
2013-03-03,2013,62,58.66
2013-03-04,2013,63,61.62
2013-03-05,2013,64,58.7
2013-03-06,2013,65,58.0
2013-03-07,2013,66,58.0
2013-03-08,2013,67,58.77
2013-03-09,2013,68,58.0
2013-03-10,2013,69,58.0
2013-03-11,2013,70,58.92
2013-03-12,2013,71,59.63
2013-03-13,2013,72,61.01
2013-03-14,2013,73,61.69
2013-03-15,2013,74,62.89
2013-03-16,2013,75,63.85
2013-03-17,2013,76,59.96
2013-03-18,2013,77,59.97
2013-03-19,2013,78,62.3
2013-03-20,2013,79,58.73
2013-03-21,2013,80,59.19
2013-03-22,2013,81,67.1
2013-03-23,2013,82,63.32
2013-03-24,2013,83,60.49
2013-03-25,2013,84,58.33
2013-03-26,2013,85,60.37
2013-03-27,2013,86,62.33
2013-03-28,2013,87,65.06
2013-03-29,2013,88,65.85
2013-03-30,2013,89,60.76
2013-03-31,2013,90,60.16
2013-04-01,2013,91,61.03
2013-04-02,2013,92,62.33
2013-04-03,2013,93,62.82
2013-04-04,2013,94,62.2
2013-04-05,2013,95,64.31
2013-04-06,2013,96,63.71
2013-04-07,2013,97,62.58
2013-04-08,2013,98,66.41
2013-04-09,2013,99,63.88
2013-04-10,2013,100,60.24
2013-04-11,2013,101,63.52
2013-04-12,2013,102,63.9
2013-04-13,2013,103,60.01
2013-04-14,2013,104,62.58
2013-04-15,2013,105,65.53
2013-04-16,2013,106,60.71
2013-04-17,2013,107,61.17
2013-04-18,2013,108,60.21
2013-04-19,2013,109,60.98
2013-04-20,2013,110,60.87
2013-04-21,2013,111,64.46
2013-04-22,2013,112,58.0
2013-04-23,2013,113,58.0
2013-04-24,2013,114,63.88
2013-04-25,2013,115,59.79
2013-04-26,2013,116,60.07
2013-04-27,2013,117,64.14
2013-04-28,2013,118,63.52
2013-04-29,2013,119,61.0
2013-04-30,2013,120,58.8
2013-05-01,2013,121,58.59
2013-05-02,2013,122,60.85
2013-05-03,2013,123,66.77
2013-05-04,2013,124,61.26
2013-05-05,2013,125,58.0
2013-05-06,2013,126,62.89
2013-05-07,2013,127,61.34
2013-05-08,2013,128,63.95
2013-05-09,2013,129,62.33
2013-05-10,2013,130,61.48
2013-05-11,2013,131,60.84
2013-05-12,2013,132,60.82
2013-05-13,2013,133,60.15
2013-05-14,2013,134,61.34
2013-05-15,2013,135,64.79
2013-05-16,2013,136,62.3
2013-05-17,2013,137,62.72
2013-05-18,2013,138,63.98
2013-05-19,2013,139,61.09
2013-05-20,2013,140,64.06
2013-05-21,2013,141,58.42
2013-05-22,2013,142,61.4
2013-05-23,2013,143,61.91
2013-05-24,2013,144,68.14
2013-05-25,2013,145,62.58
2013-05-26,2013,146,61.45
2013-05-27,2013,147,62.99
2013-05-28,2013,148,64.56
2013-05-29,2013,149,61.56
2013-05-30,2013,150,58.48
2013-05-31,2013,151,61.78
2013-06-01,2013,152,60.13
2013-06-02,2013,153,59.9
2013-06-03,2013,154,61.22
2013-06-04,2013,155,66.19
2013-06-05,2013,156,65.77
2013-06-06,2013,157,64.9
2013-06-07,2013,158,62.89
2013-06-08,2013,159,63.29
2013-06-09,2013,160,63.95
2013-06-10,2013,161,60.48
2013-06-11,2013,162,59.3
2013-06-12,2013,163,58.0
2013-06-13,2013,164,59.43
2013-06-14,2013,165,63.0
2013-06-15,2013,166,58.64
2013-06-16,2013,167,60.92
2013-06-17,2013,168,58.0
2013-06-18,2013,169,59.46
2013-06-19,2013,170,61.61
2013-06-20,2013,171,60.52
2013-06-21,2013,172,60.32
2013-06-22,2013,173,66.99
2013-06-23,2013,174,64.64
2013-06-24,2013,175,64.97
2013-06-25,2013,176,64.59
2013-06-26,2013,177,59.91
2013-06-27,2013,178,66.51
2013-06-28,2013,179,62.03
2013-06-29,2013,180,59.77
2013-06-30,2013,181,65.2
2013-07-01,2013,182,68.36
2013-07-02,2013,183,61.09
2013-07-03,2013,184,61.11
2013-07-04,2013,185,66.74
2013-07-05,2013,186,62.13
2013-07-06,2013,187,60.56
2013-07-07,2013,188,60.56
2013-07-08,2013,189,60.6
2013-07-09,2013,190,63.57
2013-07-10,2013,191,62.41
2013-07-11,2013,192,59.16
2013-07-12,2013,193,65.38
2013-07-13,2013,194,63.71
2013-07-14,2013,195,61.56
2013-07-15,2013,196,59.46
2013-07-16,2013,197,64.79
2013-07-17,2013,198,67.05
2013-07-18,2013,199,62.22
2013-07-19,2013,200,60.71
2013-07-20,2013,201,61.62
2013-07-21,2013,202,59.22
2013-07-22,2013,203,65.22
2013-07-23,2013,204,63.15
2013-07-24,2013,205,61.47
2013-07-25,2013,206,62.83
2013-07-26,2013,207,70.54
2013-07-27,2013,208,65.09
2013-07-28,2013,209,65.89
2013-07-29,2013,210,61.51
2013-07-30,2013,211,62.31
2013-07-31,2013,212,68.56
2013-08-01,2013,213,64.86
2013-08-02,2013,214,58.0
2013-08-03,2013,215,59.33
2013-08-04,2013,216,58.25
2013-08-05,2013,217,64.65
2013-08-06,2013,218,60.01
2013-08-07,2013,219,60.6
2013-08-08,2013,220,60.59
2013-08-09,2013,221,62.42
2013-08-10,2013,222,59.96
2013-08-11,2013,223,58.0
2013-08-12,2013,224,60.15
2013-08-13,2013,225,58.37
2013-08-14,2013,226,62.97
2013-08-15,2013,227,64.1
2013-08-16,2013,228,58.55
2013-08-17,2013,229,59.39
2013-08-18,2013,230,63.48
2013-08-19,2013,231,61.51
2013-08-20,2013,232,62.49
2013-08-21,2013,233,59.36
2013-08-22,2013,234,65.03
2013-08-23,2013,235,62.08
2013-08-24,2013,236,60.65
2013-08-25,2013,237,65.8
2013-08-26,2013,238,62.83
2013-08-27,2013,239,61.91
2013-08-28,2013,240,61.04
2013-08-29,2013,241,67.54
2013-08-30,2013,242,63.62
2013-08-31,2013,243,66.33
2013-09-01,2013,244,62.52
2013-09-02,2013,245,62.75
2013-09-03,2013,246,63.49
2013-09-04,2013,247,59.27
2013-09-05,2013,248,62.78
2013-09-06,2013,249,64.1
2013-09-07,2013,250,60.07
2013-09-08,2013,251,60.16
2013-09-09,2013,252,60.41
2013-09-10,2013,253,64.73
2013-09-11,2013,254,66.08
2013-09-12,2013,255,68.22
2013-09-13,2013,256,63.68
2013-09-14,2013,257,60.3
2013-09-15,2013,258,58.0
2013-09-16,2013,259,61.97
2013-09-17,2013,260,59.0
2013-09-18,2013,261,67.56
2013-09-19,2013,262,65.59
2013-09-20,2013,263,63.79
2013-09-21,2013,264,60.57
2013-09-22,2013,265,62.25
2013-09-23,2013,266,63.07
2013-09-24,2013,267,63.98
2013-09-25,2013,268,67.26
2013-09-26,2013,269,67.34
2013-09-27,2013,270,61.43
2013-09-28,2013,271,66.1
2013-09-29,2013,272,63.98
2013-09-30,2013,273,62.42
2013-10-01,2013,274,63.79
2013-10-02,2013,275,62.09
2013-10-03,2013,276,62.83
2013-10-04,2013,277,60.46
2013-10-05,2013,278,61.89
2013-10-06,2013,279,62.46
2013-10-07,2013,280,61.69
2013-10-08,2013,281,58.19
2013-10-09,2013,282,61.11
2013-10-10,2013,283,66.73
2013-10-11,2013,284,63.9
2013-10-12,2013,285,61.45
2013-10-13,2013,286,62.11
2013-10-14,2013,287,58.84
2013-10-15,2013,288,64.94
2013-10-16,2013,289,62.36
2013-10-17,2013,290,60.57
2013-10-18,2013,291,63.88
2013-10-19,2013,292,67.92
2013-10-20,2013,293,64.24
2013-10-21,2013,294,58.0
2013-10-22,2013,295,58.0
2013-10-23,2013,296,60.45
2013-10-24,2013,297,64.26
2013-10-25,2013,298,58.95
2013-10-26,2013,299,59.99
2013-10-27,2013,300,61.72
2013-10-28,2013,301,63.54
2013-10-29,2013,302,63.66
2013-10-30,2013,303,62.8
2013-10-31,2013,304,59.44
2013-11-01,2013,305,58.0
2013-11-02,2013,306,58.39
2013-11-03,2013,307,61.36
2013-11-04,2013,308,66.77
2013-11-05,2013,309,62.96
2013-11-06,2013,310,61.2
2013-11-07,2013,311,62.33
2013-11-08,2013,312,64.17
2013-11-09,2013,313,63.21
2013-11-10,2013,314,61.87
2013-11-11,2013,315,64.45
2013-11-12,2013,316,66.58
2013-11-13,2013,317,66.27
2013-11-14,2013,318,58.58
2013-11-15,2013,319,59.17
2013-11-16,2013,320,62.8
2013-11-17,2013,321,63.95
2013-11-18,2013,322,60.48
2013-11-19,2013,323,59.22
2013-11-20,2013,324,59.19
2013-11-21,2013,325,60.05
2013-11-22,2013,326,62.31
2013-11-23,2013,327,62.63
2013-11-24,2013,328,60.67
2013-11-25,2013,329,68.91
2013-11-26,2013,330,64.45
2013-11-27,2013,331,59.96
2013-11-28,2013,332,59.05
2013-11-29,2013,333,58.0
2013-11-30,2013,334,58.0
2013-12-01,2013,335,61.34
2013-12-02,2013,336,61.28
2013-12-03,2013,337,65.28
2013-12-04,2013,338,59.9
2013-12-05,2013,339,65.19
2013-12-06,2013,340,60.78
2013-12-07,2013,341,64.89
2013-12-08,2013,342,59.63
2013-12-09,2013,343,60.54
2013-12-10,2013,344,64.64
2013-12-11,2013,345,61.8
2013-12-12,2013,346,63.76
2013-12-13,2013,347,59.17
2013-12-14,2013,348,58.0
2013-12-15,2013,349,59.9
2013-12-16,2013,350,63.38
2013-12-17,2013,351,66.18
2013-12-18,2013,352,61.34
2013-12-19,2013,353,67.54
2013-12-20,2013,354,62.08
2014-01-14,2014,14,62.16
2014-01-15,2014,15,62.14
2014-01-16,2014,16,61.61
2014-01-17,2014,17,58.75
2014-01-18,2014,18,59.88
2014-01-19,2014,19,62.53
2014-01-20,2014,20,58.48
2014-01-21,2014,21,58.09
2014-01-22,2014,22,59.9
2014-01-23,2014,23,60.6
2014-01-24,2014,24,59.22
2014-01-25,2014,25,60.74
2014-01-26,2014,26,60.7
2014-01-27,2014,27,64.43
2014-01-28,2014,28,61.76
2014-01-29,2014,29,61.69
2014-01-30,2014,30,61.09
2014-01-31,2014,31,65.09
2014-02-01,2014,32,64.97
2014-02-02,2014,33,64.45
2014-02-03,2014,34,67.89
2014-02-04,2014,35,59.57
2014-02-05,2014,36,58.03
2014-02-06,2014,37,62.78
2014-02-07,2014,38,63.82
2014-02-08,2014,39,62.53
2014-02-09,2014,40,62.6
2014-02-10,2014,41,61.87
2014-02-11,2014,42,60.84
2014-02-12,2014,43,66.35
2014-02-13,2014,44,62.02
2014-02-14,2014,45,60.48
2014-02-15,2014,46,62.52
2014-02-16,2014,47,58.34
2014-02-17,2014,48,59.6
2014-02-18,2014,49,63.33
2014-02-19,2014,50,62.0
2014-02-20,2014,51,65.41
2014-02-21,2014,52,63.81
2014-02-22,2014,53,60.59
2014-02-23,2014,54,61.7
2014-02-24,2014,55,64.2
2014-02-25,2014,56,61.26
2014-02-26,2014,57,61.22
2014-02-27,2014,58,62.74
2014-02-28,2014,59,61.58
2014-03-01,2014,60,62.8
2014-03-02,2014,61,61.0
2014-03-03,2014,62,61.98
2014-03-04,2014,63,61.37
2014-03-05,2014,64,59.35
2014-03-06,2014,65,58.5
2014-03-07,2014,66,60.37
2014-03-08,2014,67,65.67
2014-03-09,2014,68,63.66
2014-03-10,2014,69,63.16
2014-03-11,2014,70,61.01
2014-03-12,2014,71,60.19
2014-03-13,2014,72,61.31
2014-03-14,2014,73,61.17
2014-03-15,2014,74,58.26
2014-03-16,2014,75,62.82
2014-03-17,2014,76,59.49
2014-03-18,2014,77,61.53
2014-03-19,2014,78,64.4
2014-03-20,2014,79,64.39
2014-03-21,2014,80,63.92
2014-03-22,2014,81,61.34
2014-03-23,2014,82,60.51
2014-03-24,2014,83,62.49
2014-03-25,2014,84,67.51
2014-03-26,2014,85,61.39
2014-03-27,2014,86,65.72
2014-03-28,2014,87,62.46
2014-03-29,2014,88,61.89
2014-03-30,2014,89,62.78
2014-03-31,2014,90,62.25
2014-04-01,2014,91,60.82
2014-04-02,2014,92,61.92
2014-04-03,2014,93,64.64
2014-04-04,2014,94,63.49
2014-04-05,2014,95,60.27
2014-04-06,2014,96,62.08
2014-04-07,2014,97,60.54
2014-04-08,2014,98,60.59
2014-04-09,2014,99,59.22
2014-04-10,2014,100,61.54
2014-04-11,2014,101,64.28
2014-04-12,2014,102,62.71
2014-04-13,2014,103,61.17
2014-04-14,2014,104,58.11
2014-04-15,2014,105,59.99
2014-04-16,2014,106,63.49
2014-04-17,2014,107,64.18
2014-04-18,2014,108,66.51
2014-04-19,2014,109,63.33
2014-04-20,2014,110,63.57
2014-04-21,2014,111,60.23
2014-04-22,2014,112,58.0
2014-04-23,2014,113,60.04
2014-04-24,2014,114,61.28
2014-04-25,2014,115,58.08
2014-04-26,2014,116,58.0
2014-04-27,2014,117,59.88
2014-04-28,2014,118,62.24
2014-04-29,2014,119,59.86
2014-04-30,2014,120,61.06
2014-05-01,2014,121,58.69
2014-05-02,2014,122,60.89
2014-05-03,2014,123,59.14
2014-05-04,2014,124,59.72
2014-05-05,2014,125,59.05
2014-05-06,2014,126,58.0
2014-05-07,2014,127,60.62
2014-05-08,2014,128,59.57
2014-05-09,2014,129,58.41
2014-05-10,2014,130,60.71
2014-05-11,2014,131,65.2
2014-05-12,2014,132,65.99
2014-05-13,2014,133,61.62
2014-05-14,2014,134,62.3
2014-05-15,2014,135,66.32
2014-05-16,2014,136,66.0
2014-05-17,2014,137,61.67
2014-05-18,2014,138,58.0
2014-05-19,2014,139,60.3
2014-05-20,2014,140,60.95
2014-05-21,2014,141,63.95
2014-05-22,2014,142,67.43
2014-05-23,2014,143,63.68
2014-05-24,2014,144,60.29
2014-05-25,2014,145,59.32
2014-05-26,2014,146,61.37
2014-05-27,2014,147,62.19
2014-05-28,2014,148,58.59
2014-05-29,2014,149,60.4
2014-05-30,2014,150,60.74
2014-05-31,2014,151,60.92
2014-06-01,2014,152,60.4
2014-06-02,2014,153,58.0
2014-06-03,2014,154,60.7
2014-06-04,2014,155,60.41
2014-06-05,2014,156,64.61
2014-06-06,2014,157,63.76
2014-06-07,2014,158,64.12
2014-06-08,2014,159,60.48
2014-06-09,2014,160,58.0
2014-06-10,2014,161,58.36
2014-06-11,2014,162,65.8
2014-06-12,2014,163,64.59
2014-06-13,2014,164,64.32
2014-06-14,2014,165,61.43
2014-06-15,2014,166,62.42
2014-06-16,2014,167,64.64
2014-06-17,2014,168,67.1
2014-06-18,2014,169,65.52
2014-06-19,2014,170,58.59
2014-06-20,2014,171,58.0
2014-06-21,2014,172,59.85
2014-06-22,2014,173,61.8
2014-06-23,2014,174,59.68
2014-06-24,2014,175,61.03
2014-06-25,2014,176,62.16
2014-06-26,2014,177,61.23
2014-06-27,2014,178,62.91
2014-06-28,2014,179,59.52
2014-06-29,2014,180,63.93
2014-06-30,2014,181,61.78
2014-07-01,2014,182,58.91
2014-07-02,2014,183,63.16
2014-07-03,2014,184,62.83
2014-07-04,2014,185,60.57
2014-07-05,2014,186,61.61
2014-07-06,2014,187,63.82
2014-07-07,2014,188,64.78
2014-07-08,2014,189,59.97
2014-07-09,2014,190,61.54
2014-07-10,2014,191,63.99
2014-07-11,2014,192,60.93
2014-07-12,2014,193,63.63
2014-07-13,2014,194,63.48
2014-07-14,2014,195,65.3
2014-07-15,2014,196,63.32
2014-07-16,2014,197,64.48
2014-07-17,2014,198,58.84
2014-07-18,2014,199,58.0
2014-07-19,2014,200,59.61
2014-07-20,2014,201,59.21
2014-07-21,2014,202,61.4
2014-07-22,2014,203,64.46
2014-07-23,2014,204,63.87
2014-07-24,2014,205,61.92
2014-07-25,2014,206,61.89
2014-07-26,2014,207,62.24
2014-07-27,2014,208,63.18
2014-07-28,2014,209,64.64
2014-07-29,2014,210,67.04
2014-07-30,2014,211,65.0
2014-07-31,2014,212,60.79
2014-08-01,2014,213,59.99
2014-08-02,2014,214,58.0
2014-08-03,2014,215,61.14
2014-08-04,2014,216,63.57
2014-08-05,2014,217,58.83
2014-08-06,2014,218,62.55
2014-08-07,2014,219,69.27
2014-08-08,2014,220,62.49
2014-08-09,2014,221,60.57
2014-08-10,2014,222,66.16
2014-08-11,2014,223,63.22
2014-08-12,2014,224,63.65
2014-08-13,2014,225,64.28
2014-08-14,2014,226,59.91
2014-08-15,2014,227,61.2
2014-08-16,2014,228,61.78
2014-08-17,2014,229,58.0
2014-08-18,2014,230,61.56
2014-08-19,2014,231,61.23
2014-08-20,2014,232,60.37
2014-08-21,2014,233,59.25
2014-08-22,2014,234,59.68
2014-08-23,2014,235,63.0
2014-08-24,2014,236,62.3
2014-08-25,2014,237,62.5
2014-08-26,2014,238,62.8
2014-08-27,2014,239,61.12
2014-08-28,2014,240,61.06
2014-08-29,2014,241,63.62
2014-08-30,2014,242,64.5
2014-08-31,2014,243,65.7
2014-09-01,2014,244,58.47
2014-09-02,2014,245,61.73
2014-09-03,2014,246,61.12
2014-09-04,2014,247,62.97
2014-09-05,2014,248,65.33
2014-09-06,2014,249,65.0
2014-09-07,2014,250,60.16
2014-09-08,2014,251,62.41
2014-09-09,2014,252,66.13
2014-09-10,2014,253,63.46
2014-09-11,2014,254,63.92
2014-09-12,2014,255,60.67
2014-09-13,2014,256,60.49
2014-09-14,2014,257,61.58
2014-09-15,2014,258,61.7
2014-09-16,2014,259,58.37
2014-09-17,2014,260,66.33
2014-09-18,2014,261,60.63
2014-09-19,2014,262,59.46
2014-09-20,2014,263,62.36
2014-09-21,2014,264,62.42
2014-09-22,2014,265,62.64
2014-09-23,2014,266,58.0
2014-09-24,2014,267,63.84
2014-09-25,2014,268,63.77
2014-09-26,2014,269,66.47
2014-09-27,2014,270,65.83
2014-09-28,2014,271,65.69
2014-09-29,2014,272,63.0
2014-09-30,2014,273,61.92
2014-10-01,2014,274,62.99
2014-10-02,2014,275,64.92
2014-10-03,2014,276,65.72
2014-10-04,2014,277,66.96
2014-10-05,2014,278,61.72
2014-10-06,2014,279,63.9
2014-10-07,2014,280,63.29
2014-10-08,2014,281,62.38
2014-10-09,2014,282,63.07
2014-10-10,2014,283,58.0
2014-10-11,2014,284,58.58
2014-10-12,2014,285,59.11
2014-10-13,2014,286,61.53
2014-10-14,2014,287,68.45
2014-10-15,2014,288,62.42
2014-10-16,2014,289,61.09
2014-10-17,2014,290,62.25
2014-10-18,2014,291,61.26
2014-10-19,2014,292,63.41
2014-10-20,2014,293,60.21
2014-10-21,2014,294,61.15
2014-10-22,2014,295,62.93
2014-10-23,2014,296,63.02
2014-10-24,2014,297,64.56
2014-10-25,2014,298,61.32
2014-10-26,2014,299,64.09
2014-10-27,2014,300,62.03
2014-10-28,2014,301,63.19
2014-10-29,2014,302,64.4
2014-10-30,2014,303,64.15
2014-10-31,2014,304,67.81
2014-11-01,2014,305,65.11
2014-11-02,2014,306,63.27
2014-11-03,2014,307,62.38
2014-11-04,2014,308,67.24
2014-11-05,2014,309,67.4
2014-11-06,2014,310,67.27
2014-11-07,2014,311,65.7
2014-11-08,2014,312,61.11
2014-11-09,2014,313,64.46
2014-11-10,2014,314,63.29
2014-11-11,2014,315,70.35
2014-11-12,2014,316,70.15
2014-11-13,2014,317,64.31
2014-11-14,2014,318,63.37
2014-11-15,2014,319,62.14
2014-11-16,2014,320,61.47
2014-11-17,2014,321,62.64
2014-11-18,2014,322,58.58
2014-11-19,2014,323,60.6
2014-11-20,2014,324,61.15
2014-11-21,2014,325,62.16
2014-11-22,2014,326,60.04
2014-11-23,2014,327,60.08
2014-11-24,2014,328,63.27
2014-11-25,2014,329,67.32
2014-11-26,2014,330,63.99
2014-11-27,2014,331,61.8
2014-11-28,2014,332,61.62
2014-11-29,2014,333,59.77
2014-11-30,2014,334,61.97
2014-12-01,2014,335,63.9
2014-12-02,2014,336,60.29
2014-12-03,2014,337,59.61
2014-12-04,2014,338,60.49
2014-12-05,2014,339,60.87
2014-12-06,2014,340,64.31
2014-12-07,2014,341,65.0
2014-12-08,2014,342,64.48
2014-12-09,2014,343,65.52
2014-12-10,2014,344,65.91
2014-12-11,2014,345,59.88
2014-12-12,2014,346,60.67
2014-12-13,2014,347,61.04
